Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_e23_HD_000		0	DocumentRoot		UR E23	1	11	45	1	tiktoken
ur_e23_HD_001	ur_e23_HD_000	1	Section	E23	E23 Selection of low voltage circuit breakers on the basis of their short circuit capacity and co-ordination in service	2	11	44	44	tiktoken
