Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_l4_HD_000		0	DocumentRoot		UR L4	1	49	699	1	tiktoken
ur_l4_HD_001	ur_l4_HD_000	1	Section	L4	L4 Closure of Chain Lockers	2	49	698	563	tiktoken
ur_l4_HD_002	ur_l4_HD_001	2	Subsection		Notes:	36	49	135	135	tiktoken
