Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_f46_HD_000		0	DocumentRoot		UR F46	1	18	114	1	tiktoken
ur_f46_HD_001	ur_f46_HD_000	1	Section	F46	F46 Low pressure CO₂ piping system	2	18	113	113	tiktoken
