Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_m24_HD_000		0	DocumentRoot		UR M24	1	88	2273	1	tiktoken
ur_m24_HD_001	ur_m24_HD_000	1	Section	M24	M24 Requirements concerning use of crude oil or slops as fuel for tanker boilers	2	88	2272	2272	tiktoken
