Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_m56_HD_012	ur_m56_HD_008	4	Sub-paragraph	M56.1.6.4	M56.1.6.4 Face load distribution factors, $$K_{H\beta}$$ and $$K_{F\beta}$$	235	275	588	588	tiktoken
ur_m56_HD_013	ur_m56_HD_008	4	Sub-paragraph	M56.1.6.5	M56.1.6.5 Transverse load distribution factors, $$K_{H\alpha}$$ and $$K_{F\alpha}$$	276	288	217	217	tiktoken
ur_m56_HD_014	ur_m56_HD_001	2	Subsection	M56.2	M56.2 Surface durability (pitting)	289	579	4266	11	tiktoken
ur_m56_HD_015	ur_m56_HD_014	3	Paragraph	M56.2.1	M56.2.1 Scope and general remarks	291	294	66	66	tiktoken
ur_m56_HD_016	ur_m56_HD_014	3	Paragraph	M56.2.2	M56.2.2 Basic equations	295	340	656	10	tiktoken
ur_m56_HD_017	ur_m56_HD_016	4	Sub-paragraph	M56.2.2.1	M56.2.2.1 Contact stress	297	323	418	418	tiktoken
ur_m56_HD_018	ur_m56_HD_016	4	Sub-paragraph	M56.2.2.2	M56.2.2.2 Permissible contact stress	324	340	228	228	tiktoken
ur_m56_HD_019	ur_m56_HD_014	3	Paragraph	M56.2.3	M56.2.3 Single pair tooth contact factors, $$Z_B$$ and $$Z_D$$	341	370	585	585	tiktoken
ur_m56_HD_020	ur_m56_HD_014	3	Paragraph	M56.2.4	M56.2.4 Zone factor, $$Z_H$$	371	378	108	108	tiktoken
ur_m56_HD_021	ur_m56_HD_014	3	Paragraph	M56.2.5	M56.2.5 Elasticity factor, $$Z_E$$	379	388	142	142	tiktoken
ur_m56_HD_022	ur_m56_HD_014	3	Paragraph	M56.2.6	M56.2.6 Contact ratio factor, $$Z_\epsilon$$	389	403	185	185	tiktoken
ur_m56_HD_023	ur_m56_HD_014	3	Paragraph	M56.2.7	M56.2.7 Helix angle factor, $$Z_\beta$$	404	413	121	121	tiktoken
ur_m56_HD_024	ur_m56_HD_014	3	Paragraph	M56.2.8	M56.2.8 Endurance limit for contact stress, $$\sigma_{H\text{lim}}$$	414	435	292	292	tiktoken
ur_m56_HD_025	ur_m56_HD_014	3	Paragraph	M56.2.9	M56.2.9 Life factor, $$Z_N$$	436	446	113	113	tiktoken
ur_m56_HD_026	ur_m56_HD_014	3	Paragraph	M56.2.10	M56.2.10 Influence factors of lubrication film on contact stress, $$Z_L, Z_v$$ and $$Z_R$$	447	519	1102	1102	tiktoken
ur_m56_HD_027	ur_m56_HD_014	3	Paragraph	M56.2.11	M56.2.11 Hardness ratio factor, $$Z_W$$	520	557	634	634	tiktoken
ur_m56_HD_028	ur_m56_HD_014	3	Paragraph	M56.2.12	M56.2.12 Size factor, $$Z_X$$	558	569	140	140	tiktoken
ur_m56_HD_029	ur_m56_HD_014	3	Paragraph	M56.2.13	M56.2.13 Safety factor for contact stress, $$S_H$$	570	579	111	111	tiktoken
ur_m56_HD_030	ur_m56_HD_001	2	Subsection	M56.3	M56.3 Tooth root bending strength	580	826	3495	10	tiktoken
ur_m56_HD_031	ur_m56_HD_030	3	Paragraph	M56.3.1	M56.3.1 Scope and general remarks	582	593	172	172	tiktoken
ur_m56_HD_032	ur_m56_HD_030	3	Paragraph	M56.3.2	M56.3.2 Basic equations	594	622	386	10	tiktoken
ur_m56_HD_033	ur_m56_HD_032	4	Sub-paragraph	M56.3.2.1	M56.3.2.1 Tooth root bending stress for pinion and wheel	596	609	225	225	tiktoken
ur_m56_HD_034	ur_m56_HD_032	4	Sub-paragraph	M56.3.2.2	M56.3.2.2 Permissible tooth root bending stress for pinion and wheel	610	622	151	151	tiktoken
ur_m56_HD_035	ur_m56_HD_030	3	Paragraph	M56.3.3	M56.3.3 Tooth form factor, $$Y_F$$	623	639	335	335	tiktoken
ur_m56_HD_036	ur_m56_HD_030	3	Paragraph	M56.3.4	M56.3.4 Stress correction factor, $$Y_S$$	640	661	272	272	tiktoken
ur_m56_HD_037	ur_m56_HD_030	3	Paragraph	M56.3.5	M56.3.5 Helix angle factor, $$Y_\beta$$	662	674	171	171	tiktoken
ur_m56_HD_038	ur_m56_HD_030	3	Paragraph	M56.3.6	M56.3.6 Rim thickness factor, $$Y_B$$	675	697	302	302	tiktoken
ur_m56_HD_039	ur_m56_HD_030	3	Paragraph	M56.3.7	M56.3.7 Deep tooth factor, $$Y_{DT}$$	698	710	226	226	tiktoken
ur_m56_HD_040	ur_m56_HD_030	3	Paragraph	M56.3.8	M56.3.8 Bending endurance limit, $$\sigma_{FE}$$	711	729	252	252	tiktoken
ur_m56_HD_041	ur_m56_HD_030	3	Paragraph	M56.3.9	M56.3.9 Design factor, $$Y_d$$	730	738	142	142	tiktoken
ur_m56_HD_042	ur_m56_HD_030	3	Paragraph	M56.3.10	M56.3.10 Life factor, $$Y_N$$	739	749	127	127	tiktoken
ur_m56_HD_043	ur_m56_HD_030	3	Paragraph	M56.3.11	M56.3.11 Relative notch sensitivity factor, $$Y_{\delta \text{relT}}$$	750	773	332	332	tiktoken
ur_m56_HD_044	ur_m56_HD_030	3	Paragraph	M56.3.12	M56.3.12 Relative surface factor, $$Y_{R\text{relT}}$$	774	795	393	393	tiktoken
ur_m56_HD_045	ur_m56_HD_030	3	Paragraph	M56.3.13	M56.3.13 Size factor, $$Y_X$$	796	814	254	254	tiktoken
ur_m56_HD_046	ur_m56_HD_030	3	Paragraph	M56.3.14	M56.3.14 Safety factor for tooth root bending stress, $$S_F$$	815	826	121	121	tiktoken
