Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_i2_HD_018	ur_i2_HD_016	4	Sub-paragraph		Table 5 - Hull Area Factors (AF) for ships with additional notation “Icebreaker”	263	277	547	547	tiktoken
ur_i2_HD_019	ur_i2_HD_001	2	Subsection	I2.4	I2.4 Shell plate requirements	278	310	795	795	tiktoken
ur_i2_HD_020	ur_i2_HD_001	2	Subsection	I2.5	I2.5 Framing - General	311	353	1350	1350	tiktoken
ur_i2_HD_021	ur_i2_HD_001	2	Subsection	I2.6	I2.6 Framing - Local frames in bottom structures and transverse local frames in side structures	354	396	1245	1245	tiktoken
ur_i2_HD_022	ur_i2_HD_001	2	Subsection	I2.7	I2.7 Framing - Longitudinal local frames in side structures	397	427	771	771	tiktoken
ur_i2_HD_023	ur_i2_HD_001	2	Subsection	I2.8	I2.8 Framing - Web frames and load carrying stringers	428	437	276	276	tiktoken
ur_i2_HD_024	ur_i2_HD_001	2	Subsection	I2.9	I2.9 Framing - Structural stability	438	475	738	738	tiktoken
ur_i2_HD_025	ur_i2_HD_001	2	Subsection	I2.10	I2.10 Plated structures	476	485	153	153	tiktoken
ur_i2_HD_026	ur_i2_HD_001	2	Subsection	I2.11	I2.11 Corrosion/abrasion additions and steel renewal	486	505	432	151	tiktoken
ur_i2_HD_027	ur_i2_HD_026	3	Paragraph		Table 6 - Corrosion/abrasion additions for shell plating	494	505	281	281	tiktoken
ur_i2_HD_028	ur_i2_HD_001	2	Subsection	I2.12	I2.12 Materials	506	551	1251	61	tiktoken
ur_i2_HD_029	ur_i2_HD_028	3	Paragraph		Table 7 - Material classes for structural members	510	528	521	521	tiktoken
ur_i2_HD_030	ur_i2_HD_028	3	Paragraph		Table 8 - Steel grades for weather exposed plating¹⁾	529	551	669	669	tiktoken
ur_i2_HD_031	ur_i2_HD_001	2	Subsection	I2.13	I2.13 Longitudinal strength	552	650	2088	10	tiktoken
ur_i2_HD_032	ur_i2_HD_031	3	Paragraph	I2.13.1	I2.13.1 Application	554	561	176	176	tiktoken
ur_i2_HD_033	ur_i2_HD_031	3	Paragraph	I2.13.2	I2.13.2 Design vertical ice force at the bow	562	593	793	793	tiktoken
ur_i2_HD_034	ur_i2_HD_031	3	Paragraph	I2.13.3	I2.13.3 Design vertical shear force	594	609	311	311	tiktoken
ur_i2_HD_035	ur_i2_HD_031	3	Paragraph	I2.13.4	I2.13.4 Design vertical ice bending moment	610	626	371	371	tiktoken
ur_i2_HD_036	ur_i2_HD_031	3	Paragraph	I2.13.5	I2.13.5 Longitudinal strength criteria	627	650	427	47	tiktoken
ur_i2_HD_037	ur_i2_HD_036	4	Sub-paragraph		Table 9 - Longitudinal strength criteria	631	650	380	380	tiktoken
ur_i2_HD_038	ur_i2_HD_001	2	Subsection	I2.14	I2.14 Stem and stern frames	651	654	72	72	tiktoken
ur_i2_HD_039	ur_i2_HD_001	2	Subsection	I2.15	I2.15 Appendages	655	660	67	67	tiktoken
ur_i2_HD_040	ur_i2_HD_001	2	Subsection	I2.16	I2.16 Local details	661	666	85	85	tiktoken
ur_i2_HD_041	ur_i2_HD_001	2	Subsection	I2.17	I2.17 Direct calculations	667	687	477	477	tiktoken
ur_i2_HD_042	ur_i2_HD_001	2	Subsection	I2.18	I2.18 Welding	688	695	60	60	tiktoken
