Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_f7_HD_000		0	DocumentRoot		UR F7	1	22	210	1	tiktoken
ur_f7_HD_001	ur_f7_HD_000	1	Section	F7	F7 Portable instruments for measuring oxygen and flammable vapour concentrations	2	22	209	209	tiktoken
