Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_f18_HD_000		0	DocumentRoot		UR F18	1	5	17	1	tiktoken
ur_f18_HD_001	ur_f18_HD_000	1	Section	F18	F18 Deleted (1997)	2	5	16	16	tiktoken
